id, journal, dates, title, author, citation
"32485","Journal of Law, Economics & Organization","1996, Volume 12, Issue 2","Roll Call Voting in the NCAA","DeBrock, Lawrence & Hendricks, Wallace","13"
"32491","Journal of Law, Economics & Organization","1996, Volume 12, Issue 1","Corruption","Design: Bribery in Chinese Enterprise Licensing by Manion, Melanie","157"
"32509","Journal of Law, Economics & Organization","1995, Volume 11, Issue 1","An Economic Analysis of Takings","Hermalin, Benjamin E","134"
"32547","Journal of Monetary Economics","2014, Volume 68, Issue C","Mussa redux and conditional PPP","Bergin, Paul R. & Glick, Reuven & Wu, Jyh-Lin","18"
"32552","Journal of Monetary Economics","2014, Volume 67, Issue C","Polarized business cycles","Azzimonti, Marina & Talbert, Matthew","33"
"32557","Journal of Monetary Economics","2014, Volume 66, Issue C","How Amsterdam got fiat money","Quinn, Stephen & Roberds, William","39"
"32608","Journal of Monetary Economics","2013, Volume 60, Issue 8","Wage rigidity and job creation","Haefke, Christian & Sonntag, Marcus & van Rens, Thijs","342"
"32611","Journal of Monetary Economics","2013, Volume 60, Issue 8","Global liquidity trap","Fujiwara, Ippei & Nakajima, Tomoyuki & Sudo, Nao & Teranishi, Yuki","27"
"32637","Journal of Monetary Economics","2013, Volume 60, Issue 4","Incentive-feasible deflation","andolfatto, David","28"
"32647","Journal of Monetary Economics","2013, Volume 60, Issue 3","The investment manifesto","Lin, Xiaoji & Zhang, Lu","87"
"32672","Journal of Monetary Economics","2012, Volume 59, Issue 8","Robust animal spirits","Bidder, R.M. & Smith, M.E.","56"
"32681","Journal of Monetary Economics","2012, Volume 59, Issue 7","Short-run money demand","Ball, Laurence","35"
"32688","Journal of Monetary Economics","2012, Volume 59, Issue 6","Inequality risk premia","Johnson, Timothy C.","13"
"32691","Journal of Monetary Economics","2012, Volume 59, Issue 5","Three types of ambiguity","Hansen, Lars Peter & Sargent, Thomas J.","41"
"32705","Journal of Monetary Economics","2012, Volume 59, Issue 3","Management matters","Alexopoulos, Michelle & Tombe, Trevor","35"
"32720","Journal of Monetary Economics","2011, Volume 58, Issue 6","Credit reallocation","Herrera, Ana Maria & Kolar, Marek & Minetti, Raoul","40"
"32735","Journal of Monetary Economics","2011, Volume 58, Issue 4","The Laffer curve revisited","Trabandt, Mathias & Uhlig, Harald","328"
"32748","Journal of Monetary Economics","2011, Volume 58, Issue 3","News shocks and business cycles","Barsky, Robert B. & Sims, Eric R.","345"
"32751","Journal of Monetary Economics","2011, Volume 58, Issue 2","Money and capital","Aruoba, S. Boragan & Waller, Christopher J. & Wright, Randall","101"
"32759","Journal of Monetary Economics","2011, Volume 58, Issue 1","Politics and the Fed","Meltzer, Allan H.","25"
"32765","Journal of Monetary Economics","2010, Volume 57, Issue 8","House prices and risk sharing","Hryshko, Dmytro & Jos Luengo-Prado, Mara & Srensen, Bent E.","51"
"32771","Journal of Monetary Economics","2010, Volume 57, Issue 8","Intrinsic inflation persistence","Sheedy, Kevin D.","93"
"32783","Journal of Monetary Economics","2010, Volume 57, Issue 6","Worker replacement","Menzio, Guido & Moen, Espen R.","47"
"32794","Journal of Monetary Economics","2010, Volume 57, Issue 5","Unemployment fiscal multipliers","Monacelli, Tommaso & Perotti, Roberto & Trigari, Antonella","209"
"32796","Journal of Monetary Economics","2010, Volume 57, Issue 5","Tax buyouts","Del Negro, Marco & Perri, Fabrizio & Schivardi, Fabiano","4"
"32803","Journal of Monetary Economics","2010, Volume 57, Issue 4","One or two monies?","Dong, Mei & Jiang, Janet Hua","14"
"32815","Journal of Monetary Economics","2010, Volume 57, Issue 3","Which bank is the central bank?","Bech, Morten L. & Chapman, James T.E. & Garratt, Rodney J.","40"
"32831","Journal of Monetary Economics","2010, Volume 57, Issue 1","A model of a systemic bank run","Uhlig, Harald","175"
"32889","Journal of Monetary Economics","2009, Volume 56, Issue 3","Market share and price rigidity","Kleshchelski, Isaac & Vincent, Nicolas","52"
"32893","Journal of Monetary Economics","2009, Volume 56, Issue 3","The irreversibility premium","Chirinko, Robert S. & Schaller, Huntley","59"
"32978","Journal of Monetary Economics","2008, Volume 55, Issue 3","Liquidity-saving mechanisms","Martin, Antoine & Mcandrews, James","66"
"32984","Journal of Monetary Economics","2008, Volume 55, Issue 2","The future of social security","Gonzalez-Eiras, Martin & Niepelt, Dirk","97"
"32987","Journal of Monetary Economics","2008, Volume 55, Issue 2","Credit and identity theft","Kahn, Charles M. & Roberds, William","66"
"32988","Journal of Monetary Economics","2008, Volume 55, Issue 2","Commitment, banks and markets","Antinolfi, Gaetano & Prasad, Suraj","7"
"32998","Journal of Monetary Economics","2008, Volume 55, Issue 1","Optimal human capital policies","Bohacek, Radim & Kapicka, Marek","75"
"33004","Journal of Monetary Economics","2008, Volume 55, Issue 1","Markets versus governments","Acemoglu, Daron & Golosov, Mikhail & Tsyvinski, Aleh","65"
"33039","Journal of Monetary Economics","2007, Volume 54, Issue 7","Growth and volatility","Imbs, Jean","238"
"33083","Journal of Monetary Economics","2007, Volume 54, Issue 4","Inflation and inequality","Albanesi, Stefania","326"
"33109","Journal of Monetary Economics","2007, Volume 54, Issue 2","Float on a note","Wallace, Neil & Zhu, Tao","29"
"33123","Journal of Monetary Economics","2007, Volume 54, Issue 2","The Friedman rule: Old and new","Gahvari, Firouz","29"
"33131","Journal of Monetary Economics","2006, Volume 53, Issue 8","Inattentive consumers","Reis, Ricardo","510"
"33139","Journal of Monetary Economics","2006, Volume 53, Issue 8","Revenue maximizing inflation","Kimbrough, Kent P.","16"
"33241","Journal of Monetary Economics","2005, Volume 52, Issue 7","The dynamics of government","Hassler, John & Krusell, Per & Storesletten, Kjetil & Zilibotti, Fabrizio","91"
"33261","Journal of Monetary Economics","2005, Volume 52, Issue 4","Morale hazard","Fang, Hanming & Moscarini, Giuseppe","106"
"33265","Journal of Monetary Economics","2005, Volume 52, Issue 3","Money as stock","Cochrane, John H.","185"
"33266","Journal of Monetary Economics","2005, Volume 52, Issue 3","Fiscal deficits and inflation","Catao, Luis A.V. & Terrones, Marco E.","298"
"33299","Journal of Monetary Economics","2004, Volume 51, Issue 7","The price puzzle reconsidered","Hanson, Michael S.","225"
"33315","Journal of Monetary Economics","2004, Volume 51, Issue 5","Cities under stress","Rossi-Hansberg, Esteban","21"
"33336","Journal of Monetary Economics","2004, Volume 51, Issue 2","Social norms and money","Araujo, Luis","88"
"33341","Journal of Monetary Economics","2004, Volume 51, Issue 2","Learning and the central bank","Carlstrom, Charles T. & Fuerst, Timothy S.","58"
"33345","Journal of Monetary Economics","2004, Volume 51, Issue 2","Patterns of plant adjustment","Sakellaris, Plutarchos","98"
"33346","Journal of Monetary Economics","2004, Volume 51, Issue 1","Importing technology","Caselli, Francesco & Wilson, Daniel J.","237"
"33349","Journal of Monetary Economics","2004, Volume 51, Issue 1","Rent-seeking and innovation","Boldrin, Michele & Levine, David K.","107"
"33354","Journal of Monetary Economics","2003, Volume 50, Issue 8","Modest policy interventions","Leeper, Eric M. & Zha, Tao","356"
"33411","Journal of Monetary Economics","2003, Volume 50, Issue 1","Institutions, trade, and growth","Dollar, David & Kraay, Aart","1563"
"33412","Journal of Monetary Economics","2003, Volume 50, Issue 1","Social capital and growth","Routledge, Bryan R. & von Amsberg, Joachim","230"
"33413","Journal of Monetary Economics","2003, Volume 50, Issue 1","The injustice of inequality","Glaeser, Edward & Scheinkman, Jose & Shleifer, andrei","555"
"33425","Journal of Monetary Economics","2002, Volume 49, Issue 7","An evolutionary model of debt","Burke, Mary & Prasad, Kislaya","13"
"33490","Journal of Monetary Economics","2001, Volume 48, Issue 1","Equilibrium unemployment","Gomes, Joao & Greenwood, Jeremy & Rebelo, Sergio","228"
"33509","Journal of Monetary Economics","2001, Volume 47, Issue 2","Input and output inventories","Humphreys, Brad R. & Maccini, Louis J. & Schuh, Scott","101"
"33510","Journal of Monetary Economics","2001, Volume 47, Issue 2","Dirty money","Camera, Gabriele","32"
"33534","Journal of Monetary Economics","2000, Volume 46, Issue 2","Open mouth operations","Guthrie, Graeme & Wright, Julian","278"
"33539","Journal of Monetary Economics","2000, Volume 46, Issue 1","The uncertain trend in U.S. GDP","Murray, Christian J. & Nelson, Charles R.","166"
"33541","Journal of Monetary Economics","2000, Volume 46, Issue 1","Mass layoffs and unemployment","Caplin, andrew & Leahy, John","6"
"33549","Journal of Monetary Economics","2000, Volume 45, Issue 3","Risk sharing","households within & across regions & industries by Hess, Gregory D. & Shin, Kwanho","53"
"33570","Journal of Monetary Economics","2000, Volume 45, Issue 1","(Fractional) beta convergence","Michelacci, Claudio & Zaffaroni, Paolo","123"
"33586","Journal of Monetary Economics","1999, Volume 44, Issue 2","The Phillips curve in Australia","Gruen, David & Pagan, Adrian & Thompson, Christopher","200"
"33589","Journal of Monetary Economics","1999, Volume 44, Issue 2","Forecasting inflation","Stock, James H. & Watson, Mark W.","1777"
"33591","Journal of Monetary Economics","1999, Volume 44, Issue 1","Pricing free bank notes","Gorton, Gary","68"
"33594","Journal of Monetary Economics","1999, Volume 44, Issue 1","On the Fisher effect","Koustas, Zisimos & Serletis, Apostolos","183"
"33601","Journal of Monetary Economics","1999, Volume 43, Issue 3","Money growth targeting","the Bundesbank by von Hagen, Jurgen","129"
"33608","Journal of Monetary Economics","1999, Volume 43, Issue 2","Taxation and long-run growth1","Hendricks, Lutz","102"
"33622","Journal of Monetary Economics","1998, Volume 42, Issue 3","The optimum quantity of debt","Aiyagari, S. Rao & McGrattan, Ellen R.","467"
"33663","Journal of Monetary Economics","1998, Volume 41, Issue 1","Whats different among banks?","Cosimano, Thomas F. & McDonald, Bill","105"
"33672","Journal of Monetary Economics","1997, Volume 40, Issue 3","The replacement problem","Cooley, Thomas F. & Greenwood, Jeremy & Yorukoglu, Mehmet","187"
"33675","Journal of Monetary Economics","1997, Volume 40, Issue 3","A model of a currency shortage","Wallace, Neil & Zhou, Ruilin","45"
"33677","Journal of Monetary Economics","1997, Volume 40, Issue 3","Economic growth: A review essay","Klenow, Peter J. & Rodriguez-Clare, andres","429"
"33691","Journal of Monetary Economics","1997, Volume 40, Issue 1","The efficiency of bank branches","Berger, Allen N. & Leusner, John H. & Mingo, John J.","458"
"33703","Journal of Monetary Economics","1997, Volume 39, Issue 2","Is inflation sticky?","Roberts, John M.","544"
"33759","Journal of Monetary Economics","1996, Volume 37, Issue 2-3","Convergence revisited","Evans, Paul & Karras, Georgios","661"
"33768","Journal of Monetary Economics","1996, Volume 37, Issue 1","On avoiding bank runs","Alonso, Irasema","142"
"33825","Journal of Monetary Economics","1994, Volume 34, Issue 3","Rigid wages?","McLaughlin, Kenneth J.","226"
"33827","Journal of Monetary Economics","1994, Volume 34, Issue 3","The availability doctrine","Fuerst, Timothy S.","36"
"33835","Journal of Monetary Economics","1994, Volume 34, Issue 3","Book review","Ambler, Steve","4"
"33848","Journal of Monetary Economics","1994, Volume 34, Issue 1","Monetary policy matters","Romer, Christina D. & Romer, David H.","1446"
"33861","Journal of Monetary Economics","1994, Volume 33, Issue 2","Cyclical factor utilization","Bils, Mark & Cho, Jang-Ok","215"
"33877","Journal of Money Credit & Banking","2014, Volume 46, Issue s1","Financial Sector in Flux","Arnoud W.A. Boot","23"
"33878","Journal of Money Credit & Banking","2014, Volume 46, Issue s1","The Future Financial System","Stephen G. Cecchetti","543"
"33883","Journal of Money Credit & Banking","2014, Volume 46, Issue s1","Bank Bonuses and Bailouts","Hendrik Hakenes & Isabel Schnabel","62"
"33906","Journal of Money Credit & Banking","2014, Volume 46, Issue 7","RandD Shocks and News Shocks","Ryo Jinnai","798"
"33923","Journal of Money Credit & Banking","2014, Volume 46, Issue 5","Nowcasting and the Taylor Rule","William A. Branch","20"
"33925","Journal of Money Credit & Banking","2014, Volume 46, Issue 4","Household Leverage","Stefano Corradin","15"
"33955","Journal of Money Credit & Banking","2013, Volume 45, Issue s2","When Credit Bites Back","?scar Jord? & Moritz Schularick & Alan M. Taylor","254"
"34005","Journal of Money Credit & Banking","2013, Volume 45, Issue 4","Learning","Disinflating by Alina Barnett & Martin Ellison","4"
"34013","Journal of Money Credit & Banking","2013, Volume 45, Issue 2-3","Gross Loan Flows","Ben R. Craig & Joseph G. Haubrich","20"
"34034","Journal of Money Credit & Banking","2013, Volume 45","What Is Systemic Risk?","Franklin Allen & Elena Carletti","39"
"34097","Journal of Money Credit & Banking","2012, Volume 44","Inflation and Unit Labor Cost","Robert G. King & Mark W. Watson","37"
"34129","Journal of Money Credit & Banking","2011, Volume 43, Issue 8","Monetary Policy Inclinations","Hans Gersbach & Volker Hahn","22"
"34163","Journal of Money Credit & Banking","2011, Volume 43, Issue 4","Monetary Policy in the Media","Helge Berger & Michael Ehrmann & Marcel Fratzscher","973"
"34193","Journal of Money Credit & Banking","2011, Volume 43","Information and Liquidity","Benjamin Lester & andrew Postlewaite & Randall Wright","141"
"34225","Journal of Money Credit & Banking","2010, Volume 42, Issue s1","Closing Panel Presentation","Janet L. Yellen","7"
"34233","Journal of Money Credit & Banking","2010, Volume 42, Issue 8","Combining Judgment and Models","Francesca Monti","14"
"34236","Journal of Money Credit & Banking","2010, Volume 42, Issue 8","Daytime Is Money","Sbastien Kraenzlin & Thomas Nellen","16"
"34254","Journal of Money Credit & Banking","2010, Volume 42, Issue 6","Oil Price Uncertainty","John Elder & Apostolos Serletis","343"
"34279","Journal of Money Credit & Banking","2010, Volume 42, Issue 2-3","Openness and Inflation","Dudley Cooke","27"
"34314","Journal of Money Credit & Banking","2009, Volume 41, Issue 8","In Defense of Usury Laws","Giuseppe Coco & David De Meza","16"
"34388","Journal of Money Credit & Banking","2008, Volume 40, Issue 8","Managing Expectations","Robert G. King & Yang K. Lu & Ernesto S. Pastn","1569"
"34396","Journal of Money Credit & Banking","2008, Volume 40, Issue 7","Finance, Firm Size, and Growth","Thorsten Beck & Asli Demirguc-Kunt & Luc Laeven & Ross Levine","727"
"34424","Journal of Money Credit & Banking","2008, Volume 40, Issue 5","Sticky Prices and Indeterminacy","Mark Weder","10"
"34461","Journal of Money Credit & Banking","2008, Volume 40, Issue 1","Money Market Integration","Leonardo Bartolini & Spence Hilton & Alessandro Prati","26"
