ID, Journal, Date, Title,Author, Citation
22439,Journal of Econometrics,"1995, Volume 68, Issue 1",Another look at the instrumental variable estimation of error-components models,"Arellano, Manuel & Bover, Olympia",12575
40778,Marketing Science,"2009, Volume 28, Issue 1",Quantity Discounts in Differentiated Consumer Product Markets,Ramanathan Subramaniam & Esther Gal-Or,11178
28443,Journal of Finance,"2002, Volume 57, Issue 3",Investor Protection and Corporate Valuation,Rafael La porta & Florencio Lopez-De-Silanes & andrei Shleifer & Robert Vishny,11048
25069,Journal of Economic Behavior & Org,"1994, Volume 24, Issue 2",A note on small versus large organizations,"Chong Ju Choi & Scarpa, Carlo",10992
20567,Journal of Econometrics,"2012, Volume 170, Issue 1",Maximum likelihood estimation of stochastic frontier models,"the Fourier transform by Tsionas, Efthymios G.",10824
21733,Journal of Econometrics,"2003, Volume 115, Issue 1",Testing for unit roots in heterogeneous panels,"Im, Kyung So & Pesaran, M. Hashem & Shin, Yongcheol",10508
21697,Journal of Econometrics,"2004, Volume 118, Issue 1-2",System theory for system identification,"van Schuppen, Jan H.",10457
28853,Journal of Finance,"1997, Volume 52, Issue 3",Legal Determinants of External Finance,"La Porta, Rafael & Florencio Lopez-de-Silanes & andrei Shleifer & Robert W. Vishny",10402
52498,Quarterly Journal of Economics,Volume 114?Issue 3?August 1999,"A Theory of Fairness, Competition, and Cooperation",Ernst Fehr&Klaus M. Schmidt,10385
52528,Quarterly Journal of Economics,Volume 114?Issue 2?May 1999,"A Theory of Fairness, Competition, and Cooperation",Ernst Fehr&Klaus M. Schmidt,10385
52537,Quarterly Journal of Economics,Volume 114?Issue 1?February 1999,Why do Some Countries Produce So Much More Output Per Worker than Others?,Robert E. Hall&Charles I. Jones,9607
21234,Journal of Econometrics,"2007, Volume 141, Issue 2",On the uniqueness of optimal prices set,"monopolistic sellers by van den Berg, Gerard J.",9260
33844,Journal of Monetary Economics,"1994, Volume 34, Issue 1","Review of Milton Friedman and Anna J. Schwartzs a monetary history of the United States, 1867-1960","Lucas, Robert Jr.",9078
21842,Journal of Econometrics,"2002, Volume 108, Issue 1",Unit root tests in panel data: asymptotic and finite-sample properties,"Levin, andrew & Lin, Chien-Fu & James Chu, Chia-Shang",8732
40713,Marketing Science,"2009, Volume 28, Issue 5",:????The Stock Markets Pricing of Customer Satisfaction,Christopher Ittner & David Larcker & Daniel Taylor,8562
52656,Quarterly Journal of Economics,Volume 112?Issue 4?November 1997,Does Social Capital Have an Economic Payoff? A Cross-Country Investigation,Stephen Knack&Philip Keefer,8373
52674,Quarterly Journal of Economics,Volume 112?Issue 3?August 1997,Does Social Capital Have an Economic Payoff? A Cross-Country Investigation,Stephen Knack&Philip Keefer,8373
52700,Quarterly Journal of Economics,Volume 112?Issue 2?May 1997,Does Social Capital Have an Economic Payoff? A Cross-Country Investigation,Stephen Knack&Philip Keefer,8373
35024,Journal of Money Credit & Banking,"1997, Volume 29, Issue 1",Postwar U.S. Business Cycles: An Empirical Investigation,"Hodrick, Robert J & Prescott, Edward C",8307
45713,Review of Financial Studies,"2009, Volume 22, Issue 1",Estimating Standard Errors in Finance Panel Data Sets: Comparing Approaches,Mitchell A. Petersen,7980
52199,Quarterly Journal of Economics,Volume 118?Issue 1?February 2003,Corporate Governance and Equity Prices,Paul Gompers&Joy Ishii&Andrew Metrick,7953
35609,Journal of Political Economy,"2003, Volume 111, Issue 5",Capture,Threat by Ernesto Dal Bo & Rafael Di Tella,7949
41673,Oxford Economic Paper,"2004, Volume 56, Issue 4",Greed and grievance in civil war,Paul Collier & Anke Hoeffler,7910
28968,Journal of Finance,"1995, Volume 50, Issue 5",What Do We Know about Capital Structure? Some Evidence from International Data,"Rajan, Raghuram G & Zingales, Luigi",7799
52122,Quarterly Journal of Economics,Volume 119?Issue 1?February 2004,How Much Should We Trust Differences-In-Differences Estimates?,Marianne Bertrand&Esther Duflo&Sendhil Mullainathan,7594
23284,Journal of Economic Behavior & Org,"2011, Volume 79, Issue 1",The dynamics of the legal system,"Dari-Mattiacci, Giuseppe & Deffains, Bruno & Lovat, Bruno",7542
55928,Journal of International Economics,"Pages 1-186 (1 June 1998), Volum45,Issue1",How does foreign direct investment affect economic growth? 1,E. Borensztein& J. De Gregorio& J-W. Lee,7433
28953,Journal of Finance,"1996, Volume 51, Issue 1",Multifactor Explanations of Asset Pricing Anomalies,"Fama, Eugene F & French, Kenneth R",7334
30664,Journal of Financial Economics,"1996, Volume 40, Issue 2",Higher market valuation of companies with a small board of directors,"Yermack, David",7295
30424,Journal of Financial Economics,"2000, Volume 58, Issue 1-2",The separation of ownership and control in East Asian Corporations,"Claessens, Stijn & Djankov, Simeon & Lang, Larry H. P.",6856
35530,Journal of Political Economy,"2005, Volume 113, Issue 1",Nominal Rigidities and the Dynamic Effects of a Shock to Monetary Policy,Lawrence J. Christiano & Martin Eichenbaum & Charles L. Evans,6376
52847,Quarterly Journal of Economics,Volume 110?Issue 2?May 1995,Economic Growth and the Environment,Gene M. Grossman&Alan B. Krueger,6341
52877,Quarterly Journal of Economics,Volume 110?Issue 1?February 1995,Economic Growth and the Environment,Gene M. Grossman&Alan B. Krueger,6341
27317,Journal of Economic Theory,"1996, Volume 68, Issue 1",The Positive Economics of Methodology,"Kahn, James A. & Landsburg, Steven E. & Stockman, Alan C.",6335
38425,Journal of Risk & Uncertainty,"2003, Volume 26, Issue 1",On the Representation of Beliefs,"Probabilities by Karni, Edi",6272
28856,Journal of Finance,"1997, Volume 52, Issue 3",Systemic Problems in the Next Market Crash,"Glauber, Robert R",6245
40843,Marketing Science,"2008, Volume 27, Issue 1",Mental Accounting and Consumer Choice,Richard H. Thaler,6208
52655,Quarterly Journal of Economics,Volume 112?Issue 4?November 1997,Africas Growth Tragedy: Policies and Ethnic Divisions,William Easterly&Ross Levine,6120
52673,Quarterly Journal of Economics,Volume 112?Issue 3?August 1997,Africas Growth Tragedy: Policies and Ethnic Divisions,William Easterly&Ross Levine,6120
52699,Quarterly Journal of Economics,Volume 112?Issue 2?May 1997,Africas Growth Tragedy: Policies and Ethnic Divisions,William Easterly&Ross Levine,6120
30538,Journal of Financial Economics,"1998, Volume 49, Issue 3","Market efficiency, long-term returns, and behavioral finance","Fama, Eugene F.",6025
28731,Journal of Finance,"1998, Volume 53, Issue 6",Investor Psychology and Security Market Under- and Overreactions,Kent Daniel & David Hirshleifer & Avanidhar Subrahmanyam,5893
36375,Journal of Public Economics,"2012, Volume 96, Issue 3",The design of the university system,"De Fraja, Gianni & Valbonesi, Paola",5883
52924,Quarterly Journal of Economics,Volume 109?Issue 2?May 1994,Distributive Politics and Economic Growth,Alberto Alesina&Dani Rodrik,5878
52951,Quarterly Journal of Economics,Volume 109?Issue 1?February 1994,Distributive Politics and Economic Growth,Alberto Alesina&Dani Rodrik,5878
25226,Journal of Economic Growth,"2004, Volume 9, Issue 2",Institutions Rule: The Primacy of Institutions Over Geography and Integration in Economic Development,Dani Rodrik & Arvind Subramanian & Francesco Trebbi,5819
30390,Journal of Financial Economics,"2001, Volume 60, Issue 2-3",The theory and practice of corporate finance: evidence from the field,"Graham, John R. & Harvey, Campbell R.",5753
29029,Journal of Finance,"1994, Volume 49, Issue 5","Contrarian Investment, Extrapolation, and Risk","Lakonishok, Josef & Shleifer, andrei & Vishny, Robert W",5470
52679,Quarterly Journal of Economics,Volume 112?Issue 2?May 1997,Golden Eggs and Hyperbolic Discounting,David Laibson,5358
52714,Quarterly Journal of Economics,Volume 112?Issue 1?February 1997,Golden Eggs and Hyperbolic Discounting,David Laibson,5358
41786,Oxford Economic Paper,"2001, Volume 53, Issue 3",International Data on Educational Attainment: Updates and Implications,"Barro, Robert J & Lee, Jong-Wha",5266
29084,Journal of Finance,"1994, Volume 49, Issue 1",The Benefits of Lending Relationships: Evidence from Small Business Data,"Petersen, Mitchell A & Rajan, Raghuram G",5263
52446,Quarterly Journal of Economics,Volume 115?Issue 1?February 2000,Monetary Policy Rules and Macroeconomic Stability: Evidence and Some Theory,Richard Clarida&Jordi Gal&Mark Gertler,5199
25220,Journal of Economic Growth,"2004, Volume 9, Issue 4",RandD: A Small Contribution to Productivity Growth,Diego Comin,5027
28368,Journal of Finance,"2003, Volume 58, Issue 3",Founding-Family Ownership and Firm Performance: Evidence from the SandP 500,Ronald C. anderson & David M. Reeb,4977
31738,Journal of Industrial Economics,"2006, Volume 54, Issue 3",ENTRY DETERRENCE BY NON-HORIZONTAL MERGER -super-*,Robert Innes,4964
33538,Journal of Monetary Economics,"2000, Volume 46, Issue 1",Financial intermediation and growth: Causality and causes,"Levine, Ross & Loayza, Norman & Beck, Thorsten",4961
33837,Journal of Monetary Economics,"1994, Volume 34, Issue 2",The role of human capital in economic development evidence from aggregate cross-country data,"Benhabib, Jess & Spiegel, Mark M.",4817
30511,Journal of Financial Economics,"1999, Volume 51, Issue 3","Corporate governance, chief executive officer compensation, and firm performance","Core, John E. & Holthausen, Robert W. & Larcker, David F.",4677
35826,Journal of Political Economy,"1999, Volume 107, Issue 2",Force of Habit: A Consumption-Based Explanation of Aggregate Stock Market Behavior,John Y. Campbell & John Cochrane,4598
21449,Journal of Econometrics,"2006, Volume 133, Issue 2",Resampling methods in econometrics,"Dufour, Jean-Marie & Perron, Benoit",4594
35623,Journal of Political Economy,"2003, Volume 111, Issue 3",Liquidity Risk and Expected Stock Returns,"Pastor, Lubos & Stambaugh, Robert F.",4523
54546,Review of Economic Studies,Volume 64?Issue 4?October 1997,Matching As An Econometric Evaluation Estimator: Evidence from Evaluating a Job Training Programme,James J. Heckman&Hidehiko Ichimura&Petra E. Todd,4519
54562,Review of Economic Studies,Volume 64?Issue 3?July 1997,Matching As An Econometric Evaluation Estimator: Evidence from Evaluating a Job Training Programme,James J. Heckman&Hidehiko Ichimura&Petra E. Todd,4519
54584,Review of Economic Studies,Volume 64?Issue 2?April 1997,Matching As An Econometric Evaluation Estimator: Evidence from Evaluating a Job Training Programme,James J. Heckman,4519
52235,Quarterly Journal of Economics,Volume 117?Issue 4?November 2002,Reversal of Fortune: Geography and Institutions in the Making of the Modern World Income Distribution,Daron Acemoglu&Simon Johnsonand& James A. Robinson,4510
52255,Quarterly Journal of Economics,Volume 117?Issue 3?August 2002,Reversal of Fortune: Geography and Institutions in the Making of the Modern World Income Distribution,Daron Acemoglu,4510
52285,Quarterly Journal of Economics,Volume 117?Issue 2?May 2002,Reversal of Fortune: Geography and Institutions in the Making of the Modern World Income Distribution,Daron Acemoglu&Simon Johnson&James A. Robinson,4510
52313,Quarterly Journal of Economics,Volume 117?Issue 1?February 2002,Reversal of Fortune: Geography and Institutions in the Making of the Modern World Income Distribution,Daron Acemoglu&Simon Johnsonand& James A. Robinson,4510
30260,Journal of Financial Economics,"2003, Volume 69, Issue 3",Earnings management and investor protection: an international comparison,"Leuz, Christian & Nanda, Dhananjay & Wysocki, Peter D.",4492
24790,Journal of Economic Behavior & Org,"1998, Volume 34, Issue 2",On the limits to the growth of coalitions,"means of transfers by Rothschild, R.",4473
54109,Review of Economic Studies,Volume 70?Issue 2?April 2003,Estimating Production Functions Using Inputs to Control for Unobservables,James Levinsohn&Amil Petrin,4428
54143,Review of Economic Studies,Volume 70?Issue 1?January 2003,Estimating Production Functions Using Inputs to Control for Unobservables,James Levinsohn&Amil Petrin,4428
24760,Journal of Economic Behavior & Org,"1998, Volume 35, Issue 2",The organisation of capabilities,"Loasby, Brian J.",4426
52378,Quarterly Journal of Economics,Volume 116?Issue 1?February 2001,"Boys will be Boys: Gender, Overconfidence, and Common Stock Investment",Brad M. Barber&Terrance Odean,4387
39323,Journal of the European Econ Assoc,"2003, Volume 1, Issue 5",An Estimated Dynamic Stochastic General Equilibrium Model of the Euro Area,Frank Smets & Raf Wouters,4360
32466,"Journal of Law, Economics & Organization","1997, Volume 13, Issue 1",The,"Troesken, Werner",4320
28411,Journal of Finance,"2002, Volume 57, Issue 6",Disentangling the Incentive and Entrenchment Effects of Large Shareholdings,Stijn Claessens & Simeon Djankov & Joseph P. H. Fan & Larry H. P. Lang,4319
21579,Journal of Econometrics,"2005, Volume 126, Issue 1",A finite sample correction for the variance of linear efficient two-step GMM estimators,"Windmeijer, Frank",4287
30713,Journal of Financial Economics,"1995, Volume 37, Issue 1",Diversifications effect on firm value,"Berger, Philip G. & Ofek, Eli",4205
55875,Journal of International Economics,"Pages 1-198 (June 1999), Volum48,Issue1",International trade and industrial upgrading in the apparel commodity chain,Gary Gereffi,4203
26106,Journal of Economic Theory,"2007, Volume 137, Issue 1",Introduction to development theory,"Ray, Debraj",4195
30428,Journal of Financial Economics,"2000, Volume 58, Issue 1-2",Finance and the sources of growth,"Beck, Thorsten & Levine, Ross & Loayza, Norman",4146
52149,Quarterly Journal of Economics,Volume 118?Issue 4?November 2003,The Skill Content of Recent Technological Change: An Empirical Exploration,David H. Autor&Frank Levy&Richard J. Murnane,4142
52189,Quarterly Journal of Economics,Volume 118?Issue 2?May 2003,The Skill Content of Recent Technological Change: An Empirical Exploration,David H. Autor&Frank Levyand& Richard J. Murnane,4142
